cell_id,lat,lon,elevation_m,slope_deg,flow_accumulation,drain_capacity_pct,impervious_pct
C-000025,28.4,77.25000000000013,200.4050511002417,0.3473432284376647,126.55149228097953,91.88456550030853,52.83370889390897
C-000026,28.4,77.26000000000013,203.79151634758122,0.2720062638181481,126.94785497286415,49.72484857058556,70.9917338182798
C-000027,28.4,77.27000000000014,205.64078247591368,0.8169073875043963,117.41009310306077,44.03914755436089,66.88507247949924
C-000028,28.4,77.28000000000014,209.28876799812483,0.2751281303753438,133.74665240021397,51.835593175834504,68.68579134105305
C-000029,28.4,77.29000000000015,207.1757320456911,0.1261381232581687,148.86023116551166,24.891492465136885,67.42392876496571
C-000030,28.4,77.30000000000015,201.11682828229812,0.967301366905661,123.96423599862791,50.548103213763035,77.45682753627217
C-000031,28.4,77.31000000000016,203.6545684744483,0.665053440135854,120.64816547636029,74.50825736476031,71.40566428069495
C-000032,28.4,77.32000000000016,201.38227553864826,0.4961885386040222,122.87271135906039,72.06582662040665,75.37079938112535
C-000033,28.4,77.33000000000017,209.35837445622667,0.4973612962370405,111.72851984711545,85.33002968635765,76.87762488349505
C-000034,28.4,77.34000000000017,201.3661183406191,0.41840115100769365,124.67241722541382,67.64381554651386,84.51900950997322
C-000035,28.4,77.35000000000018,204.58071286403808,0.49289487425626,106.08463812515495,66.7840386106947,75.13059690190316
C-000036,28.4,77.36000000000018,209.14460046036902,0.5415561820880446,112.27192766487406,51.42836248828359,83.39518015994415
C-000037,28.4,77.37000000000019,201.68582329989064,0.5258012999353308,180.8022702364413,68.2620468241306,69.14610641708813
C-000038,28.4,77.3800000000002,214.59020549650631,0.6208349092746391,147.36424865247074,41.75483524127479,63.00737102822232
C-000039,28.4,77.3900000000002,206.89039471000063,0.9082117556095717,126.90332280443323,61.09883013752046,66.92496591247767
C-000040,28.4,77.4000000000002,202.16763661069766,0.23267312232279563,108.15168548343897,68.73210587469269,75.28392989636708
C-000041,28.41,77.0,207.89630495210648,0.6613570826096592,161.58764578457004,66.13416272465685,92.65378634703693
C-000042,28.41,77.01,201.57822532399229,0.9040509154349393,122.07625111408564,32.81534557365671,53.7499744086656
C-000043,28.41,77.02000000000001,205.54804669541133,0.8890215788182474,216.48225342927114,45.26104155774192,73.23996486566993
C-000044,28.41,77.03000000000002,208.48449064462255,0.635585938602079,208.58980496001095,63.591665080383244,68.19534698954402
C-000045,28.41,77.04000000000002,207.7228040190124,0.33392243692531987,134.47019692237765,65.52350062794679,80.07716364292912
C-000046,28.41,77.05000000000003,207.28445090841728,0.48519706582415767,125.78644967536377,100.36388734432586,52.351123613341194
C-000047,28.41,77.06000000000003,201.49715756674632,0.4440981403556356,104.5812387182779,52.995629690717394,63.401076762593526
C-000048,28.41,77.07000000000004,212.24079144389344,0.0944348070575029,161.18019584531555,50.45376584950193,66.59688950949722
C-000049,28.41,77.08000000000004,202.71078101794728,0.5940986374653806,154.75287393235533,66.40156818375607,70.14511611039306
C-000050,28.41,77.09000000000005,205.73467782670323,0.28543780820955533,103.53994220443006,59.702738510717914,75.4405349086548
C-000051,28.41,77.10000000000005,202.97026512510382,0.8772281845529075,112.84990680665338,49.78373803439057,56.86647794001067
C-000052,28.41,77.11000000000006,202.26228906727823,0.6733531002180819,154.03633418682517,61.696027019741756,70.632850279967
C-000053,28.41,77.12000000000006,203.78429754979857,0.4767926662724493,166.70197303192532,67.84354301677845,62.91699895602574
C-000054,28.41,77.13000000000007,206.6294779201473,0.34686130638033036,108.14801231067622,70.49932936687726,66.47696510684318
C-000055,28.41,77.14000000000007,201.00762278739282,0.3040741279837279,161.70908942755983,29.585242847446956,69.87691206441265
C-000056,28.41,77.15000000000008,202.35238947041813,0.43063284551398584,141.08502416853182,63.74417870939501,69.16176293684946
C-000057,28.41,77.16000000000008,206.39300572160678,0.29361321087518144,155.1625657343469,58.99553501040271,46.07487753410834
C-000058,28.41,77.17000000000009,200.18341236906556,0.4396300064539991,137.5854393476698,49.177486023969564,71.96450387822914
C-000059,28.41,77.18000000000009,204.75567866993336,0.6379945307236534,101.43411886317598,46.49584291791551,55.77946153441127
C-000060,28.41,77.1900000000001,211.6255690102846,0.5561596830138664,138.44915620314578,66.44944833586081,61.70440182255224
C-000061,28.41,77.2000000000001,201.75375557961115,0.18952530429230974,130.72915603345507,45.94122084411375,75.59211954901299
C-000062,28.41,77.21000000000011,203.0816573355887,0.929056587726311,113.52557015707669,42.00164427269915,59.031652826077455
C-000063,28.41,77.22000000000011,201.94966058394024,0.24219399174965944,162.66972618527598,94.3100455121861,79.16259858252349
C-000064,28.41,77.23000000000012,207.00573440303754,0.37865881766276127,102.95541360754041,64.2463394308313,58.852887372174
C-000065,28.41,77.24000000000012,204.80526666116165,0.26435824157692056,131.59180273159546,25.2145469900382,82.66095403625323
C-000066,28.41,77.25000000000013,206.9528547651626,0.7347815484648248,126.39317367288035,54.25643769627385,88.87553458661242
C-000067,28.41,77.26000000000013,200.87679692668632,0.5873810053336488,135.85611940048517,81.63824246002461,71.83005116566895
C-000068,28.41,77.27000000000014,205.47095976596177,0.42955812813070254,130.12007892235786,43.75507424581285,67.9059226354252
C-000069,28.41,77.28000000000014,205.29157052292885,0.5068262302303197,293.6801366970687,68.87461703562423,76.88601811782078
C-000070,28.41,77.29000000000015,204.64411123472595,0.6906996336102906,229.78574571817106,66.7379645734333,65.61063507293419
C-000071,28.41,77.30000000000015,207.1901361154473,0.25189607140646764,194.82946187874012,49.23923725952922,68.97521301128572
C-000072,28.41,77.31000000000016,205.1190355331526,0.4764597628853445,111.98230878922978,71.02994745166365,74.89934218674544
C-000073,28.41,77.32000000000016,204.31607014846918,0.6099418804674329,111.17674040983844,58.98024337426466,50.43531330306442
C-000074,28.41,77.33000000000017,205.05375821902624,0.47690828805188945,195.19058343134287,52.19820473433084,69.49342572923591
C-000075,28.41,77.34000000000017,210.82137462795617,0.5079749681669383,141.38530118362434,39.509713827821066,70.26136473698409
C-000076,28.41,77.35000000000018,209.53664930653127,0.5087739512775977,198.26927913206418,44.56552137502158,62.12440478489432
C-000077,28.41,77.36000000000018,207.67617123094445,0.4813255988599032,144.78364363850991,71.02009594400621,66.1215977755202
C-000078,28.41,77.37000000000019,205.66865813175153,0.405279258774748,130.39296057982173,63.91915815082178,85.3845943821864
C-000079,28.41,77.3800000000002,199.82854318128219,0.4083379885654802,121.00683051571662,69.66829101010943,76.73316616477742
C-000080,28.41,77.3900000000002,210.95192959065182,0.6043254085624236,218.56490041628126,48.778081511512525,65.77167750729518
C-000081,28.41,77.4000000000002,202.31747657129955,0.5039547072863712,275.0257218923899,80.77153645189276,74.82409984625289
C-000082,28.42,77.0,199.26446954850138,1.0123212786223337,203.03530970847376,46.7985682737815,72.37537068120936
C-000083,28.42,77.01,208.18980980218993,0.39212332988637716,100.44197091763957,45.30188511907574,80.50640399357782
C-000084,28.42,77.02000000000001,203.92779524051053,0.27351445586988943,290.7598324867033,67.77585424079865,71.24163331815528
C-000085,28.42,77.03000000000002,207.64753547005722,0.5794950511724288,111.19332289867455,80.10688375931659,71.52841175546455
C-000086,28.42,77.04000000000002,202.67743560538966,0.33964887803030125,104.72391021796236,54.34128255573108,71.09623027839821
C-000087,28.42,77.05000000000003,206.2299296845541,0.4802151731571543,124.60309783652912,60.56716286297553,62.99882005520061
C-000088,28.42,77.06000000000003,204.37891539165855,0.5275864187691217,130.09548733116753,42.35363311446438,79.20861501340602
C-000089,28.42,77.07000000000004,202.94781237812168,0.24189307925830172,144.10843599301123,38.493102263100084,82.66631429543281
C-000090,28.42,77.08000000000004,202.7150049097456,0.4751632322117133,260.03950046406135,36.79662293353446,67.32543724868779
C-000091,28.42,77.09000000000005,200.97365954361499,0.34321511697811613,146.12413199882985,52.1140050643096,65.13670958704017
C-000092,28.42,77.10000000000005,206.0632942505364,0.3914023152136205,105.7152001814849,38.08278323904294,59.699289934554216
C-000093,28.42,77.11000000000006,210.37337075494068,0.6008684226302784,110.11971947090943,40.87134891132772,73.03612300127313
C-000094,28.42,77.12000000000006,204.35771184508732,0.32691227377453497,137.66654885761827,64.32913878528768,66.20293658769053
C-000095,28.42,77.13000000000007,201.66212888571542,0.7895595097629472,101.83439512623936,92.2985155736178,73.9428215731632
C-000096,28.42,77.14000000000007,208.610447652951,0.9301644073362453,126.27207879671033,49.592525020900176,53.46494108034498
C-000097,28.42,77.15000000000008,206.33380940411297,0.6608112451107029,103.81153805358991,54.81478319070169,53.35767452888251
C-000098,28.42,77.16000000000008,202.71953212831963,0.4334318995079447,140.29972351256532,81.74890839588345,74.75732083332583
C-000099,28.42,77.17000000000009,204.56735869826448,0.3406801724817332,210.89411963903947,45.96483699308547,59.6604625180931
C-000100,28.42,77.18000000000009,202.2633542801828,0.5335959219739859,161.1500713881897,69.83891455645231,76.2492166581119
C-000101,28.42,77.1900000000001,203.35022104503165,0.5847344370627937,124.29445509951988,63.594402920760004,54.21032859510795
C-000102,28.42,77.2000000000001,199.470461096864,0.4052576406714269,105.6285206390612,77.653962928423,77.91014958703592
C-000103,28.42,77.21000000000011,209.82658533926298,0.41179893253825894,168.93956871697785,63.22638335223288,82.22045831968173
C-000104,28.42,77.22000000000011,207.73085089013276,0.812314398663341,150.29401479512822,67.91145073521145,85.87241899594333
C-000105,28.42,77.23000000000012,199.36884504088292,0.6140339751919471,324.53692498238104,56.04376287510752,62.92225415464273
C-000106,28.42,77.24000000000012,207.94229645109442,0.5224530236389839,102.09977650588192,73.47711552634921,61.68995766733872
C-000107,28.42,77.25000000000013,204.84960705210628,0.4699540676437942,102.54814782673174,75.91875725700345,53.90560029590155
C-000108,28.42,77.26000000000013,204.86990672825692,0.505928373281592,116.74495270767542,50.178803669208385,73.6258830836377
C-000109,28.42,77.27000000000014,203.07231077376582,0.7337562964168305,102.98977229443214,40.862017963818886,64.08319595539547
C-000110,28.42,77.28000000000014,209.4116229741104,0.3925671995136609,220.24188960961243,62.429503497779095,71.57759668495704
C-000111,28.42,77.29000000000015,203.14430616661366,0.4363307394722555,104.18740560579784,66.38093011434142,71.71949420372039
C-000112,28.42,77.30000000000015,203.40984754807877,0.21838036541726286,127.03867897353548,65.262766946787,65.26116862719539
C-000113,28.42,77.31000000000016,202.52699988858112,0.7726825978518987,112.49075644754478,79.88398082829333,83.99430910016312
C-000114,28.42,77.32000000000016,205.55227946340074,0.488945275262999,126.53834527482405,77.36957146102884,59.74507629921617
C-000115,28.42,77.33000000000017,201.67036468966108,0.8992861841899324,118.7020527500732,48.67658142275734,70.06849072280599
C-000116,28.42,77.34000000000017,208.4724042024152,0.5581900711842516,159.91087850828004,90.67733044252229,62.95574112170077
C-000117,28.42,77.35000000000018,206.41526674272524,0.4766779820409189,125.08297925669325,55.29721198606765,61.52820684391012
C-000118,28.42,77.36000000000018,202.80528552661204,0.7184300385185868,137.2195171263524,39.66737130633656,60.97874037270426
C-000119,28.42,77.37000000000019,201.5892059013213,0.7038108912389325,139.784855400649,78.10904563121534,68.56643167768824
C-000120,28.42,77.3800000000002,204.9067650819093,0.1472891080393378,151.86166392669537,54.94259617089018,52.5334124190729
C-000121,28.42,77.3900000000002,207.67621447993577,0.5930447691920413,163.75893160709106,49.38272906943105,79.04524454340947
C-000122,28.42,77.4000000000002,206.4010915783857,0.19686145064569072,236.26541130932287,107.28578542010251,76.15363534510468
C-000123,28.430000000000003,77.0,198.48311566296294,0.5960081316264101,108.34038456222666,58.385936796341106,74.44659551322599
C-000124,28.430000000000003,77.01,201.86657474743674,0.38817171642663384,155.46278386587923,30.723106180919785,70.4749001284614
C-000125,28.430000000000003,77.02000000000001,205.0710101019066,0.5439503323867907,131.36467738996538,70.56227120923386,58.531005543720525
C-000126,28.430000000000003,77.03000000000002,208.0439752517638,0.34438081129142606,131.49214076093156,56.25025974096901,62.53226395990681
C-000127,28.430000000000003,77.04000000000002,203.1555934265088,0.32817951486854824,257.25658465369753,34.88460594177574,74.32817168507758
C-000128,28.430000000000003,77.05000000000003,201.7288993170973,0.8556593493049042,108.21847651302701,62.29538286670316,67.0558775112838
C-000129,28.430000000000003,77.06000000000003,203.28293112815132,0.3023522505159328,120.44602618571133,65.1945704686421,59.7737694405662
C-000130,28.430000000000003,77.07000000000004,205.53420706257214,0.6633675580399234,285.66217641160256,58.39114951445573,77.20813345190705
C-000131,28.430000000000003,77.08000000000004,204.2079601643541,0.7829106802072312,129.87379229931383,28.638795092332888,65.04203632566883
C-000132,28.430000000000003,77.09000000000005,206.72644699658204,0.5766639330261436,112.6026887042886,68.27577861942656,69.7708275340119
C-000133,28.430000000000003,77.10000000000005,207.46733997832683,0.5747613027297176,202.466123711124,53.14698185791466,72.87708654799778
C-000134,28.430000000000003,77.11000000000006,206.60247626114116,0.18706298882197042,122.833490981968,54.54735570398899,74.60154618278531
C-000135,28.430000000000003,77.12000000000006,208.95012757073496,0.5491988705516777,178.18867791232736,61.453810419383295,67.72586615413397
C-000136,28.430000000000003,77.13000000000007,201.60054927134723,0.609866946246831,133.19331656656345,47.55458405296057,75.15171367165343
C-000137,28.430000000000003,77.14000000000007,205.90004123419504,0.3845483617158298,152.09325174092447,76.15323668528472,76.89409064563047
C-000138,28.430000000000003,77.15000000000008,201.88932273699612,0.5339441826098642,139.8478196072257,34.71056360168741,59.46283065043828
C-000139,28.430000000000003,77.16000000000008,203.71563919082612,0.4003679629543295,144.91485371395106,47.52280663332293,66.0565311089763
C-000140,28.430000000000003,77.17000000000009,204.28292251160957,0.7452518017758427,203.15488545323248,54.53019039370748,75.00432638862874
C-000141,28.430000000000003,77.18000000000009,208.76512477768122,0.29718396327992436,136.14000305158268,97.53102451352981,60.64183366271426
C-000142,28.430000000000003,77.1900000000001,197.79055041145352,0.2572065820584756,141.87710749463758,64.91858574294254,75.73399104946077
C-000143,28.430000000000003,77.2000000000001,205.83152845393153,0.44869203232609167,218.8295956041395,89.0689655421036,64.33158125249412
C-000144,28.430000000000003,77.21000000000011,206.0493058160678,0.7496728327807832,213.75985976521918,72.34038833708416,68.43246390880147
C-000145,28.430000000000003,77.22000000000011,205.99629302548473,0.5424791659333111,152.59806692406357,48.90865218018314,71.6974920776625
C-000146,28.430000000000003,77.23000000000012,208.26571328955995,0.0024389156340380858,118.22692521434281,71.34739372958975,73.41916756161989
C-000147,28.430000000000003,77.24000000000012,204.49304820734892,0.3004283111231879,165.36610694342374,47.81962096168912,69.42705094844962
C-000148,28.430000000000003,77.25000000000013,205.89263964817508,0.39899927657947865,173.6621687372862,75.82111960179438,94.61570442579676
C-000149,28.430000000000003,77.26000000000013,200.73803092683985,0.5412271848592871,314.5065063438159,72.22865592578977,51.917816924881876
C-000150,28.430000000000003,77.27000000000014,204.60551452542452,0.4499899313629341,103.32505950490591,59.210279558871086,55.024815116610476
C-000151,28.430000000000003,77.28000000000014,207.3816208175603,0.46461476112902267,255.6211543501328,76.70781713732381,67.27301039590957
C-000152,28.430000000000003,77.29000000000015,203.90533588886342,0.0945835514963731,144.56153387276152,79.78687247540405,50.17604862417156
C-000153,28.430000000000003,77.30000000000015,200.0134058724336,0.5325925963542433,114.72585847098152,113.26118053777786,66.28556091624095
C-000154,28.430000000000003,77.31000000000016,208.00508736314418,0.875589808164749,100.2804481271374,46.62962069352846,80.65013603322153
C-000155,28.430000000000003,77.32000000000016,202.06155715742574,0.30637266659645557,118.04304587927618,64.27054178912516,84.83456515883587
C-000156,28.430000000000003,77.33000000000017,205.09802177754918,0.3622509711391786,113.55065945605077,54.96835958693254,68.58381822842202
C-000157,28.430000000000003,77.34000000000017,205.30190677608047,0.5904221300409879,144.7323994533084,38.51923740615507,64.83760996748629
C-000158,28.430000000000003,77.35000000000018,208.3182023518412,0.5463192878614012,162.42460083626548,60.67685886560771,70.08733744590604
C-000159,28.430000000000003,77.36000000000018,203.58367578248578,0.5392637002133519,213.22055716629362,68.22040517433324,62.5954456780125
C-000160,28.430000000000003,77.37000000000019,203.7619915438928,0.27868006287440905,145.91227443188566,57.75301419349667,75.64396757406855
C-000161,28.430000000000003,77.3800000000002,209.1821999180543,0.8294947475856771,264.7093566706626,69.37041031121825,60.565021051974064
C-000162,28.430000000000003,77.3900000000002,200.59577892843666,0.717597496863072,236.11492828268047,42.626991611485906,58.490431013298874
C-000163,28.430000000000003,77.4000000000002,206.34272027316987,0.6002877282225022,216.01197786941356,53.485127685493595,80.64278596294149
C-000164,28.440000000000005,77.0,207.8973787883118,0.6470925988976411,101.1279138564472,83.92129867362914,68.72674570683247
C-000165,28.440000000000005,77.01,210.1085542501492,0.5115806946287517,104.42855454757887,60.28890349800749,56.53973363666924
C-000166,28.440000000000005,77.02000000000001,204.2271149352294,0.18075878454310823,140.30297016676678,24.718289153733657,75.36317145327025
C-000167,28.440000000000005,77.03000000000002,204.90751668915874,0.4432406946322335,112.09314190377398,37.46111344574692,80.5898690502893
C-000168,28.440000000000005,77.04000000000002,205.28169130687442,0.41261363786984223,126.49533735545832,44.985877405659465,43.15788666553253
C-000169,28.440000000000005,77.05000000000003,206.69396951702615,0.7414619269742431,136.5043758457344,45.0556408531496,65.08093788571189
C-000170,28.440000000000005,77.06000000000003,205.71837710260388,0.5138179059324824,128.62028547268716,58.48907325763278,73.99070655201196
C-000171,28.440000000000005,77.07000000000004,201.98010596137354,0.5153091901156894,236.4621474450814,61.21907505599457,60.76103700034537
C-000172,28.440000000000005,77.08000000000004,201.66282327295977,0.599402203911807,201.7038736289964,67.64610393790458,44.02496979598162
C-000173,28.440000000000005,77.09000000000005,204.9660056892812,0.5864209767775206,142.58117530745113,37.96886407403616,68.1670428489769
C-000174,28.440000000000005,77.10000000000005,210.35627316741528,0.335647169004886,134.12909829573465,34.89860557576439,62.07707662737276
C-000175,28.440000000000005,77.11000000000006,202.31223802602895,0.5091854752091157,101.42876832918995,61.58429656898949,80.11018685635224
C-000176,28.440000000000005,77.12000000000006,200.09770776768394,0.20900234408970247,110.71526840405102,38.57136113322978,70.82328832910437
C-000177,28.440000000000005,77.13000000000007,205.72285518558058,0.31952222420126924,170.59954906220744,45.30814299674265,54.85229901796449
C-000178,28.440000000000005,77.14000000000007,202.4428188573979,0.2522640170513743,133.12564896450232,76.20830811186838,69.62172605351573
C-000179,28.440000000000005,77.15000000000008,202.9505550211265,0.3316341681642089,110.9706753381592,60.143434225550656,71.4509718153894
C-000180,28.440000000000005,77.16000000000008,199.73893432687368,0.31268644026396075,145.69512882757482,50.08263105626111,71.34975361917161
C-000181,28.440000000000005,77.17000000000009,203.86386033663666,0.5461862492850816,102.07885852316566,64.47197301032593,69.49093160500173
C-000182,28.440000000000005,77.18000000000009,198.75166143658345,0.5576381775743413,111.4500539474782,70.33778833527269,71.39494879349057
C-000183,28.440000000000005,77.1900000000001,200.50066892774092,0.8233053790550431,128.31184945702128,35.954615444438794,65.36254579398405
C-000184,28.440000000000005,77.2000000000001,207.33705013930188,0.24265167202979004,139.68921008715066,72.62331682131104,75.89524628239435
C-000185,28.440000000000005,77.21000000000011,203.12497440955912,0.5532053408901276,115.63525885156523,58.21119172303143,66.03347271337287
C-000186,28.440000000000005,77.22000000000011,208.39860260873465,0.5862537737434315,173.6479758595981,42.94955945051308,77.65872352865945
C-000187,28.440000000000005,77.23000000000012,204.59263706506826,0.6122636656158756,133.54423240781443,53.42718994123607,79.00893199837674
C-000188,28.440000000000005,77.24000000000012,203.61603296594933,0.30916443147777284,148.0588581669437,54.38478253867272,66.38533858413231
C-000189,28.440000000000005,77.25000000000013,210.75151162028263,0.25285730045271826,141.87139642779962,67.64381755771234,63.63509255083368
C-000190,28.440000000000005,77.26000000000013,208.0632109289511,0.5294052226159668,137.6710374354692,100.35988699814556,72.22237896275007
C-000191,28.440000000000005,77.27000000000014,206.239186469811,0.5254634235457208,124.60992235195654,69.01628753479831,74.00062718071615
C-000192,28.440000000000005,77.28000000000014,199.29408576486082,1.0325878565481297,164.90451961846185,46.509289439995456,62.350370164712295
C-000193,28.440000000000005,77.29000000000015,201.5788427574924,0.8323590783950267,211.5226443185919,92.15636096874603,65.99262054365994
C-000194,28.440000000000005,77.30000000000015,203.2581926690096,0.4563563338262351,149.2039150522774,73.27488171791663,80.87892173238767
C-000195,28.440000000000005,77.31000000000016,207.21751148032843,0.5259155182036253,138.53063104377685,58.669247099999595,82.9979593296586
C-000196,28.440000000000005,77.32000000000016,206.4373895273215,0.7454092176611276,143.67793492637335,84.77725087845715,56.40865147122085
C-000197,28.440000000000005,77.33000000000017,206.54610380631792,0.5370409067101098,147.7369312505871,47.20720946889573,89.27978199317377
C-000198,28.440000000000005,77.34000000000017,206.15873607220612,0.1663652368167326,231.47473633760356,55.608461296542,70.25881110929768
C-000199,28.440000000000005,77.35000000000018,204.4347254746709,0.6017522243651053,127.18037229301635,59.481745942166896,54.91714389458018
C-000200,28.440000000000005,77.36000000000018,208.7742129195406,0.48066405095294024,216.19176257355184,84.1159304929989,61.96749848414516
C-000201,28.440000000000005,77.37000000000019,211.57744546665936,0.6467537378256987,126.77883488857776,40.77969181198415,73.20550124498817
C-000202,28.440000000000005,77.3800000000002,205.99523428175263,0.36396629287886806,174.59012330927843,66.26639518961392,67.51592111102988
C-000203,28.440000000000005,77.3900000000002,200.7279523716295,0.6579690720036712,105.46499731214634,55.35937432634455,76.90582113882871
C-000204,28.440000000000005,77.4000000000002,209.3880538807297,0.867919029966649,140.9195968796687,62.139491788806744,59.18578621934337
C-000205,28.450000000000006,77.0,202.829332637823,0.4825331069247761,105.76005045688912,71.5706252431959,76.06720302736248
C-000206,28.450000000000006,77.01,206.35254970270503,0.6401689797396474,166.25781359193817,56.685605548470996,74.46181673497108
C-000207,28.450000000000006,77.02000000000001,203.85603126528045,0.5641560631786641,182.40713105750626,57.36501727368742,76.04861999571555
C-000208,28.450000000000006,77.03000000000002,202.52351954543408,0.19386186512666165,109.74101806193606,33.91409566554713,79.15137987028466
C-000209,28.450000000000006,77.04000000000002,199.62507568299574,0.25079352801685295,104.86563038785285,47.497630464566285,67.01403274541434
C-000210,28.450000000000006,77.05000000000003,203.5301525348578,0.18016161801892772,128.70524412015723,35.08898531503962,63.40323653667895
C-000211,28.450000000000006,77.06000000000003,208.14720661526596,0.20342096203782006,171.4495965541807,57.05633161383156,56.10050390341773
C-000212,28.450000000000006,77.07000000000004,207.83270148663718,0.7627936897775976,105.0863554720469,62.85014804621955,76.67832514726186
C-000213,28.450000000000006,77.08000000000004,204.21573584624443,0.10144353797343542,116.29814629262474,59.73986965575958,65.02727267172851
C-000214,28.450000000000006,77.09000000000005,204.6442440303847,0.8419059661096455,164.6959728817003,96.17444590876644,74.77369606032353
C-000215,28.450000000000006,77.10000000000005,204.31451727602382,0.4789247327593191,214.82106582458607,66.06722049371513,73.09631267461761
C-000216,28.450000000000006,77.11000000000006,205.30555341220335,0.45950410510372786,163.40170162391894,64.49380285488294,71.84336382826919
C-000217,28.450000000000006,77.12000000000006,205.8123737106804,0.1443138496946454,202.66283365305503,23.583445356373616,82.28182981389683
C-000218,28.450000000000006,77.13000000000007,206.7992291676018,0.19517764656568315,162.27566559765276,38.64940552852697,76.21471077062145
C-000219,28.450000000000006,77.14000000000007,206.7745263184642,0.5731384071246216,117.17704295080873,48.353090877888945,62.20928299018196
C-000220,28.450000000000006,77.15000000000008,210.56494266958302,0.8427896787188393,213.67816843369104,79.26713414717372,76.52648134186573
C-000221,28.450000000000006,77.16000000000008,207.71840079265831,0.47444314557944006,137.2134084373153,58.32927006316032,75.07211843232851
C-000222,28.450000000000006,77.17000000000009,204.89998877156518,0.5291851483285356,153.04210909792656,79.08573226633469,73.20825563821225
C-000223,28.450000000000006,77.18000000000009,212.77226696237096,0.41113658357210275,112.44765365812948,86.76004363909752,89.60827178673384
C-000224,28.450000000000006,77.1900000000001,202.43920790298804,0.6011344556416869,102.03710429403377,52.71396501867492,54.31266870799698
C-000225,28.450000000000006,77.2000000000001,202.78253254514104,0.5648177228735088,120.06503668115411,54.50472216894137,47.88066608778693
C-000226,28.450000000000006,77.21000000000011,202.23407661329261,0.3844229714630096,177.7538115302457,48.86737823235537,80.79523747014298
C-000227,28.450000000000006,77.22000000000011,206.151955929471,0.3002024210648806,104.28462282107611,62.09160489167854,59.959819671215726
C-000228,28.450000000000006,77.23000000000012,204.1508239361801,0.5393547144195967,103.14357353372235,59.15517503943527,73.12617111302508
C-000229,28.450000000000006,77.24000000000012,210.05145036825007,0.4194219805649092,134.45730976597488,62.833758477806455,72.39434062159123
C-000230,28.450000000000006,77.25000000000013,202.00552070262458,0.43555743629626237,148.5191143236094,63.01398810205278,77.55486235207789
C-000231,28.450000000000006,77.26000000000013,206.64597791469933,0.5501554115144591,153.5706947630366,40.63466866690206,77.04883949719515
C-000232,28.450000000000006,77.27000000000014,204.10590371340334,0.4070676347976597,126.01989448712125,55.29563102299661,79.29089671279057
