Date,Rainfall_mm,WaterLevel_m,SoilMoisture_pct,Elevation_m,FloodOccurrence
17-02-2015,26.48252892,1.01335516,20.73784171,45.37470911,0
18-02-2015,45.02090286,2.166620972,33.67716459,20.71443086,0
19-02-2015,36.29778394,2.520176199,47.50192791,40.09439956,0
20-02-2015,32.10158231,0.810311576,24.47933612,45.43493848,0
21-02-2015,30.32145298,0.624823163,22.14058218,34.85757961,0
22-02-2015,0.253079192,0.326677687,26.53793744,36.1352839,0
23-02-2015,32.59806298,1.100499878,41.14479553,15.67620894,0
24-02-2015,16.26998491,1.818382508,34.36998244,43.21505347,0
25-02-2015,32.88064462,1.794230099,22.67443642,21.54721114,0
26-02-2015,13.26011838,0.753181654,43.16835216,22.68939761,0
27-02-2015,44.60232776,2.154323807,47.22503743,27.61866919,0
28-02-2015,28.84519423,1.561939272,24.5108479,37.51034519,0
01-03-2015,14.03861812,0.329404295,33.57575431,12.96998057,0
02-03-2015,47.02292922,2.848315738,51.55281047,21.65714151,0
03-03-2015,0.772830826,1.872093742,23.0773737,48.49946686,0
04-03-2015,48.18099885,2.669638888,33.28776642,22.32939779,0
05-03-2015,42.55683358,1.484980682,27.85183247,30.05605681,0
06-03-2015,46.80773871,2.328214368,41.14415672,9.37294222,0
07-03-2015,30.75036133,2.595114927,23.42762886,28.32483436,0
08-03-2015,43.8686536,2.358910307,44.07106831,36.61178378,0
09-03-2015,17.97455756,0.94667484,39.67320193,41.45510276,0
10-03-2015,43.35361593,2.693553424,38.34635674,27.56823326,0
11-03-2015,39.91475895,2.098223041,43.033434,40.81067012,0
12-03-2015,44.50026709,1.565995656,34.61756871,9.229187293,0
13-03-2015,28.91400705,0.650164689,32.64214266,29.41900856,0
14-03-2015,14.32706261,1.468207773,15.21312628,6.680668494,0
15-03-2015,41.13002803,1.542981843,26.15082379,28.5009467,0
16-03-2015,38.49967765,1.201635608,40.23661757,8.840635925,0
17-03-2015,2.584086058,1.114390984,26.99427947,33.68434557,0
18-03-2015,36.30456669,2.677795493,36.38038045,19.53304128,0
19-03-2015,39.75930974,1.336850697,35.09693554,8.53053716,0
20-03-2015,1.267537171,1.950647573,35.45966477,36.31883927,0
21-03-2015,20.44764722,0.755541585,20.82740545,16.26093042,0
22-03-2015,27.46133324,1.97841851,38.04432127,17.59702536,0
23-03-2015,47.74326403,2.430659114,40.95360079,32.52743358,0
24-03-2015,20.98000312,0.915062041,26.9731813,39.10307497,0
25-03-2015,0.719674431,0.24653877,11.59598159,6.832796104,0
26-03-2015,42.7730292,2.262776303,37.05712363,9.402537229,0
27-03-2015,24.58079376,1.438559417,22.57029422,24.52332422,0
28-03-2015,19.92523672,1.630204931,35.03038054,7.03868044,0
29-03-2015,18.73063073,1.626332446,30.71327698,43.54204285,0
30-03-2015,32.93468158,0.984562486,21.9974669,33.90886752,0
31-03-2015,1.325565527,1.198062473,38.6045769,30.896338,0
01-04-2015,19.40849631,1.674746363,29.57013561,29.55275552,0
02-04-2015,47.07324044,1.713670084,52.95768905,45.74077889,0
03-04-2015,9.789556739,0.334513737,15.96020706,5.819982154,0
04-04-2015,4.722148038,1.460456508,13.55230387,19.35390336,0
05-04-2015,42.24376555,0.891419182,47.10718414,17.68346486,0
06-04-2015,5.908241381,1.511639158,30.64075782,44.48624061,0
07-04-2015,36.75355219,2.342032905,29.48710283,12.98477947,0
08-04-2015,37.53073758,2.36428423,50.97437553,23.56779546,0
09-04-2015,18.60090429,1.924844007,25.80437749,46.88407965,0
10-04-2015,42.92063759,1.716400807,45.40232331,38.95442933,0
11-04-2015,5.156193442,1.908229682,26.70442921,42.19058597,0
12-04-2015,16.00248005,2.111096058,26.47679438,5.487694317,0
13-04-2015,45.26909882,1.08795533,33.16013877,47.75278852,0
14-04-2015,47.53035735,2.097482923,43.21422357,25.18004849,0
15-04-2015,14.66053858,0.950539862,34.57371526,38.85685382,0
16-04-2015,39.57895219,2.370815329,24.60986875,27.24891371,0
17-04-2015,2.877938001,1.156616525,24.10929644,44.94668822,0
18-04-2015,17.54575063,0.585049045,19.55347565,39.26797843,0
19-04-2015,30.91090317,0.820463416,21.79647513,36.54361092,0
20-04-2015,3.638150318,1.716483125,32.27871191,8.660695129,0
21-04-2015,4.241885704,2.058116871,22.50068958,21.67889662,0
22-04-2015,40.63997836,2.707296722,51.77202542,38.90201834,0
23-04-2015,18.81297928,0.543261019,38.95830126,30.12819124,0
24-04-2015,21.21110046,2.236930779,19.69925461,27.16812969,0
25-04-2015,0.567682238,0.948674929,11.85940294,10.34680623,0
26-04-2015,5.876312339,1.415946851,34.14424008,31.25159443,0
27-04-2015,48.10862742,1.711913708,33.00395082,44.08696077,0
28-04-2015,11.17979193,2.150040917,13.71857182,48.6445472,0
29-04-2015,2.157995598,1.825446139,26.47843195,49.68341583,0
30-04-2015,3.689828237,1.181505134,40.18602454,28.53940299,0
01-05-2015,31.46993191,2.020896016,33.07721152,33.2401136,0
02-05-2015,29.2157156,2.386630333,20.12810609,17.64334353,0
03-05-2015,47.5205742,2.730939052,37.92587484,32.9059669,0
04-05-2015,13.86905915,0.653623502,28.07166989,20.90085026,0
05-05-2015,29.18280559,0.739125386,47.98668591,49.3794835,0
06-05-2015,34.9080857,1.770354447,29.7582542,41.62077589,0
07-05-2015,34.23655863,1.009965051,47.59878312,42.01417593,0
08-05-2015,47.48999566,2.40123893,42.64945458,23.82093663,0
09-05-2015,46.63642417,2.664856262,25.34748735,6.186513852,0
10-05-2015,18.82316834,1.997570028,45.26523438,11.7687601,0
11-05-2015,29.70653577,1.355912429,48.00939266,42.89535154,0
12-05-2015,41.91643524,1.775715024,35.01951564,17.30331824,0
13-05-2015,2.818774833,1.785820249,35.23266272,49.9872953,0
14-05-2015,49.83184185,2.107500248,48.01917501,47.51445784,0
15-05-2015,42.48236953,1.344343594,36.26103492,10.81217368,0
16-05-2015,47.70255136,2.166400296,31.17004957,35.2265308,0
17-05-2015,30.90641202,1.334453677,22.67865137,35.2207938,0
18-05-2015,26.01538505,2.064944484,33.40952055,43.34816751,0
19-05-2015,27.59534194,1.673782782,44.57821066,23.15672898,0
20-05-2015,6.700761423,0.191580581,34.6643461,32.91392981,0
21-05-2015,35.2039884,1.130008091,24.65234079,5.654509955,0
22-05-2015,17.52937794,1.530422933,27.02613474,24.68637149,0
23-05-2015,45.20793472,1.600669629,38.98206509,40.26438557,0
24-05-2015,19.82713912,1.640716183,41.819053,47.72842806,0
25-05-2015,7.353674046,2.000248731,26.96959101,16.62099747,0
26-05-2015,22.95678781,2.419200907,31.66557916,19.79382246,0
27-05-2015,31.67004272,1.113692092,21.77691266,10.79958749,0
28-05-2015,6.402291948,0.431851226,16.08550276,33.83936352,0
29-05-2015,9.09400422,0.873214651,39.63185356,26.32827381,0
30-05-2015,33.37788693,1.012197481,25.78203664,6.839087732,0
31-05-2015,8.446753154,0.726115741,17.84434047,8.991614019,0
01-06-2015,80.15896778,2.524736892,40.23770188,21.39214375,0
02-06-2015,175.8543177,4.897876012,63.93565951,40.97346795,1
03-06-2015,206.9750974,4.303020011,98.29988794,46.43925802,1
04-06-2015,65.26948996,1.859145096,53.76688538,38.67168607,0
05-06-2015,96.13025484,2.341303743,49.95323954,26.80353433,0
06-06-2015,204.5636929,4.829101137,85.24514935,38.63619222,1
07-06-2015,59.17080072,1.688289903,49.15172779,45.2843077,0
08-06-2015,177.9193605,4.622614181,66.5909685,25.13355651,1
09-06-2015,183.1543166,4.14802734,73.02359191,21.97778734,1
10-06-2015,55.01779944,1.74451432,32.84878004,19.73738085,0
11-06-2015,79.94053295,3.379865221,51.78993349,35.55960436,0
12-06-2015,247.2928097,5.942740591,86.79545154,29.16979438,1
13-06-2015,196.7102795,5.425084538,81.96287024,10.74111363,1
14-06-2015,120.9439764,3.145044122,65.66071017,30.68502371,0
15-06-2015,139.0241815,4.753514127,69.88049902,15.67520563,0
16-06-2015,75.44561816,1.814630641,40.0124173,12.2306618,0
17-06-2015,96.64175601,2.503025458,44.19373466,45.35444411,0
18-06-2015,70.05843642,2.450191507,43.32943573,49.20703776,0
19-06-2015,78.00972554,2.355905709,62.48703066,43.94782067,0
20-06-2015,254.2680177,5.601166009,91.40703294,35.0889449,1
21-06-2015,282.3439973,6.760405732,100,17.59905921,1
22-06-2015,242.3732333,5.221552163,92.42234708,24.14463974,1
23-06-2015,176.9025947,4.022871358,66.51588314,32.47790191,1
24-06-2015,122.1576383,3.605629209,51.27817295,26.65130458,0
25-06-2015,183.1473581,3.766594236,75.04233579,11.04866046,1
26-06-2015,65.84374262,3.296795317,39.42373813,41.44435006,0
27-06-2015,113.6601637,3.636208718,66.9048849,31.80374333,0
28-06-2015,167.8940471,4.181562771,70.83426214,46.82881149,1
29-06-2015,257.6548519,7.08315086,91.02537229,37.88903638,1
30-06-2015,284.5851142,6.054168416,97.37042228,38.35042922,1
01-07-2015,193.6182783,5.556023119,72.27865479,40.78702903,1
02-07-2015,100.40683,2.335448486,45.05002294,41.65586241,0
03-07-2015,216.2993052,5.372116953,85.65470608,44.47402434,1
04-07-2015,148.1112769,4.595424416,67.60743031,21.96249932,0
05-07-2015,165.6699464,3.916154677,82.12926533,27.62241755,1
06-07-2015,108.0531738,3.960212622,53.93268878,29.45987875,0
07-07-2015,276.6180277,6.780836547,96.49234954,47.29244556,1
08-07-2015,206.9270133,4.808351495,76.25626616,40.73113352,1
09-07-2015,205.018189,5.167285964,98.32223419,40.48687451,1
10-07-2015,87.91871993,2.381818534,43.83029017,38.47758317,0
11-07-2015,58.38310868,2.307441543,50.38869318,44.45445365,0
12-07-2015,135.5204372,4.352923353,53.97508326,43.09035313,0
13-07-2015,81.87216558,2.432017893,58.48051065,11.74628423,0
14-07-2015,107.3128488,3.590762113,63.79495074,33.85164348,0
15-07-2015,223.4871111,5.555191109,84.6001051,20.55631971,1
16-07-2015,95.3994292,3.724889707,56.1215826,23.03831375,0
17-07-2015,165.5014509,5.204595697,64.25097737,31.38034244,1
18-07-2015,176.4721697,4.752351865,63.48495643,44.2455759,1
19-07-2015,283.0295706,6.79085778,100,46.51247215,1
20-07-2015,226.8096586,4.841271257,95.33154838,32.30217709,1
21-07-2015,156.0326678,4.593541828,84.84081079,46.65058308,1
22-07-2015,162.7098429,3.480672949,88.35818882,42.75041389,1
23-07-2015,81.1656703,3.464997171,60.44659195,28.34771257,0
24-07-2015,197.8188589,4.754382586,70.98850685,20.08387587,1
25-07-2015,250.7133621,5.023531289,95.2189838,22.91759121,1
26-07-2015,184.3489007,5.526689248,75.69505005,20.61289409,1
27-07-2015,234.375312,5.591942122,87.0507383,25.35977823,1
28-07-2015,85.21425509,2.057059075,50.51530971,23.85164523,0
29-07-2015,278.7114753,6.299017304,100,33.45189296,1
30-07-2015,53.27361415,2.392547027,31.32316325,48.24816429,0
31-07-2015,87.16568194,2.572561886,38.71019462,49.85934133,0
01-08-2015,175.5487526,4.701745086,64.6769201,38.74822117,1
02-08-2015,102.4763983,3.845636544,46.8971087,13.58094743,0
03-08-2015,59.13741696,2.126882229,44.68645909,7.956888774,0
04-08-2015,243.8819042,5.784215753,98.89627933,24.83432361,1
05-08-2015,150.1907652,4.123095967,59.71443694,13.18676587,1
06-08-2015,265.4464053,7.201159029,100,17.18351029,1
07-08-2015,210.9998858,5.037466058,74.06155641,12.02686688,1
08-08-2015,228.9930572,5.897709028,79.51079694,14.98874729,1
09-08-2015,107.7686991,3.49915947,42.92192588,9.684886189,0
10-08-2015,249.9790213,5.356669751,100,15.71822515,1
11-08-2015,74.86034819,1.983551346,54.12611241,43.50634106,0
12-08-2015,257.5549661,5.945466382,100,14.22429329,1
13-08-2015,123.2869326,4.258410288,47.37613747,8.847883888,0
14-08-2015,101.9715638,2.092495683,46.03453219,31.23687024,0
15-08-2015,155.3561376,4.892466175,81.13014815,20.38178083,1
16-08-2015,114.8558584,3.056501983,62.16560578,17.06286384,0
17-08-2015,206.037227,4.939567844,88.37258351,24.62569381,1
18-08-2015,123.6164399,4.369235412,69.99310579,11.30509291,0
19-08-2015,267.116994,6.317202276,100,40.99348652,1
20-08-2015,156.3033761,3.171006139,64.95133362,29.37353966,1
21-08-2015,208.369555,4.68316647,76.69154871,42.57186066,1
22-08-2015,296.1005452,6.973391268,100,17.25382969,1
23-08-2015,54.59766914,2.920550996,29.91183323,30.9432414,0
24-08-2015,118.5138052,3.478632108,65.0967532,42.33838117,0
25-08-2015,101.6053179,2.054098016,44.58816428,45.50083888,0
26-08-2015,268.4725194,6.564276592,100,34.92665035,1
27-08-2015,93.84281966,3.705680285,50.71596164,22.24123377,0
28-08-2015,179.7294263,3.68852046,68.90732896,38.21151274,1
29-08-2015,70.69966698,2.620297559,38.57037338,22.51830263,0
30-08-2015,122.1734342,3.154814117,68.22340741,18.3704772,0
31-08-2015,191.6011601,4.784124006,87.39048298,47.15733827,1
01-09-2015,233.1430243,5.092741243,80.87840134,16.80188199,1
02-09-2015,198.7694827,4.07824128,84.52183222,31.8579282,1
03-09-2015,133.5609727,4.213043862,53.26623941,8.381200178,0
04-09-2015,232.0471891,5.631926413,100,24.56723024,1
05-09-2015,111.6005083,3.870214802,67.46262886,36.26134119,0
06-09-2015,118.0362843,3.54118702,56.2401022,9.1211933,0
07-09-2015,279.3283939,5.860205139,100,25.07025978,1
08-09-2015,96.28323221,3.009466539,65.07334474,37.95011989,0
09-09-2015,251.640287,6.350372473,100,43.21380432,1
10-09-2015,112.4170022,3.227189972,50.36138392,49.44506036,0
11-09-2015,286.0148349,5.799150321,100,46.63617428,1
12-09-2015,95.14383628,3.038767187,66.00779981,6.527569036,0
13-09-2015,224.3550668,5.081799351,100,48.69762103,1
14-09-2015,286.0666223,6.669760879,100,43.00472293,1
15-09-2015,129.7751183,4.253333315,50.04276453,31.83214453,0
16-09-2015,107.5022093,2.391177958,44.55925885,36.33299491,0
17-09-2015,134.9687409,4.148908362,52.45131251,19.1880652,0
18-09-2015,184.8728231,5.278902792,75.02442202,33.16511194,1
19-09-2015,271.4944371,6.661615118,98.43711536,6.09803517,1
20-09-2015,267.5247185,5.393033191,100,28.80217103,1
21-09-2015,284.7669246,7.292904964,100,20.7820317,1
22-09-2015,241.7970722,5.639803272,96.93539028,33.23774584,1
23-09-2015,268.4192785,7.336552509,100,23.7995052,1
24-09-2015,155.3392506,4.581949615,63.76508954,9.971335091,1
25-09-2015,138.6555394,3.347588772,60.48590544,15.5123488,0
26-09-2015,60.52329741,1.246213818,57.78866091,24.24979102,0
27-09-2015,146.0816618,4.280927801,60.37211517,47.74825328,0
28-09-2015,246.5862536,5.110547077,96.50329935,44.56032384,1
29-09-2015,286.1830056,6.658463134,100,12.51652757,1
30-09-2015,297.7921565,6.419186533,100,34.2340992,1
01-10-2015,30.38683974,1.633113817,26.03614627,12.94376144,0
02-10-2015,11.02431045,0.593362733,36.69482734,20.75563666,0
03-10-2015,2.892133828,1.996047937,37.3812167,46.74885274,0
04-10-2015,49.74539113,1.342698321,36.81087791,39.12073141,0
05-10-2015,34.8010309,1.003812431,44.91530302,15.09982573,0
06-10-2015,11.19088074,1.297766461,31.14546227,31.10387935,0
07-10-2015,4.57434187,1.846408563,19.34030384,10.82817146,0
08-10-2015,44.43740399,2.800051076,49.19504972,41.42822336,0
09-10-2015,32.76209903,1.756956722,22.43823251,23.38039459,0
10-10-2015,18.63442585,0.892196085,37.29293117,27.31440808,0
11-10-2015,4.052310795,0.52141262,31.71345615,8.425888677,0
12-10-2015,42.5603457,1.841499968,37.18570103,31.65835031,0
13-10-2015,41.2340483,1.520299382,42.71069907,30.45793838,0
14-10-2015,13.35141351,2.024288243,37.9282047,34.63033256,0
15-10-2015,42.52908645,2.585170131,44.00961524,42.66559978,0
16-10-2015,34.87357308,2.057753005,39.02041327,38.87224878,0
17-10-2015,7.930255265,1.920346624,38.53438241,6.316127737,0
18-10-2015,41.29083753,1.083556486,32.44081689,38.45787153,0
19-10-2015,8.037994802,1.796693944,37.37542378,27.83604802,0
20-10-2015,0.319293586,0.580462138,28.60359563,49.15337801,0
21-10-2015,31.59067635,1.151420689,38.497374,29.29934209,0
22-10-2015,38.99226976,0.993806673,44.528518,29.35699604,0
23-10-2015,48.14960019,1.646736336,43.42353685,46.94126475,0
24-10-2015,5.1254864,1.976966702,32.17421759,8.05266766,0
25-10-2015,15.04817835,1.717307744,16.53497155,31.19767071,0
26-10-2015,17.29415285,1.587714092,16.56050687,44.21915628,0
27-10-2015,48.67444846,2.91124468,47.09188949,10.85388081,0
28-10-2015,37.9131598,0.807437029,22.03765448,19.56245986,0
29-10-2015,24.43215952,2.029458026,37.82850915,25.06562179,0
30-10-2015,13.68133331,2.267875667,26.88983906,25.31241609,0
31-10-2015,8.18119106,1.753242919,33.26482409,14.93463258,0
01-11-2015,4.119052281,1.44337965,30.87105211,17.29667871,0
02-11-2015,47.54317811,1.252979346,37.23299747,47.46271641,0
03-11-2015,20.98636585,1.696779212,28.22374169,17.33968411,0
04-11-2015,49.1988824,1.802645661,51.58264083,15.34795727,0
05-11-2015,10.6552352,0.27537287,32.74657532,21.58368547,0
06-11-2015,43.21791249,1.810778063,52.01117659,13.34864821,0
07-11-2015,43.4311584,2.421816874,46.15700286,43.01524527,0
08-11-2015,38.05119955,2.013464634,25.35270619,6.463678077,0
09-11-2015,46.04239239,2.154148477,47.70883645,26.66850582,0
10-11-2015,5.865409448,0.367679773,32.32658145,24.36376527,0
11-11-2015,10.02623634,1.18371382,14.93413901,31.18871309,0
12-11-2015,13.44967022,1.864111606,23.34575983,25.48490671,0
13-11-2015,0.581026995,0.156514315,21.94911479,26.59724756,0
14-11-2015,30.00102741,1.183345706,39.84976481,43.70550787,0
15-11-2015,38.99254944,0.85908864,36.11297325,9.721858029,0
16-11-2015,12.10225079,2.215370202,17.90554152,27.44996691,0
17-11-2015,30.90778672,2.023085675,36.06179652,5.439688134,0
18-11-2015,16.32306541,1.361884595,17.5329146,20.7782119,0
19-11-2015,1.66015544,0.190360103,22.40574492,10.97220893,0
20-11-2015,28.37704241,1.946470787,42.5307137,14.00676099,0
21-11-2015,8.374129113,0.376618263,31.60514622,36.79140769,0
22-11-2015,1.579307241,1.904010637,12.03293068,29.35833509,0
23-11-2015,35.45302597,2.450998767,42.05851576,41.07776374,0
24-11-2015,16.97250963,1.96910042,17.49519828,45.26674952,0
25-11-2015,27.37961881,2.182187916,31.78343418,33.96099628,0
26-11-2015,26.32013305,1.989581704,20.34493937,7.71584378,0
27-11-2015,12.3551617,0.566192594,39.86005551,14.86462943,0
28-11-2015,48.79326279,1.649656839,30.10151631,40.53643282,0
29-11-2015,32.93538878,1.655099208,36.54152316,37.36408002,0
30-11-2015,11.42273707,2.221122573,42.67061598,34.26465589,0
01-12-2015,9.977122546,1.559998936,15.15908903,6.379362599,0
02-12-2015,12.88414443,1.182928802,39.91341849,37.72260814,0
03-12-2015,37.13532606,1.59369319,31.51864759,21.69674433,0
04-12-2015,49.38247819,1.067867947,50.82568834,31.04039339,0
05-12-2015,21.93077096,1.88913074,31.17929953,44.30404571,0
06-12-2015,45.0350932,1.744143718,31.81536188,31.65576479,0
07-12-2015,45.61816728,1.333687724,42.37444769,33.4202099,0
08-12-2015,36.65565112,0.996248393,42.47144428,45.90646343,0
09-12-2015,8.984155444,0.654769759,41.83709945,13.14396287,0
10-12-2015,42.71925467,1.838940806,30.23270863,44.18374556,0
11-12-2015,22.26526275,1.474939963,27.45657991,31.68278831,0
12-12-2015,8.176193629,0.945686946,41.53522776,16.61600447,0
13-12-2015,32.83683323,1.307116793,43.05524374,10.88931473,0
14-12-2015,48.49105225,1.877400128,31.62882958,8.30735363,0
15-12-2015,8.487895254,1.209305802,22.65646387,42.29975146,0
16-12-2015,21.54437618,0.928316069,34.97766245,36.80497476,0
17-12-2015,8.352095395,0.50228034,13.60577143,38.13809068,0
18-12-2015,33.19022638,1.613066279,45.28218138,41.25515688,0
19-12-2015,29.26771822,2.321896925,24.95555177,10.03638287,0
20-12-2015,13.48748058,0.383923324,29.98133001,47.14725615,0
21-12-2015,1.967177033,0.283563369,24.15612396,47.02437579,0
22-12-2015,15.80780525,1.330625722,15.98952735,11.67544404,0
23-12-2015,49.33150615,2.916867516,24.94765127,47.83153034,0
24-12-2015,31.95599689,2.374956527,33.22899474,28.20182129,0
25-12-2015,24.44232901,1.822575095,21.52223635,6.348811544,0
26-12-2015,15.39649708,1.717291467,20.67455269,35.3044595,0
27-12-2015,48.49560231,1.157713478,44.72674424,24.96875987,0
28-12-2015,43.40711272,1.222441833,43.80091238,42.71518803,0
29-12-2015,47.23071097,2.311110276,39.08445621,32.80312581,0
30-12-2015,43.44524922,2.010124478,23.94518656,46.8926913,0
31-12-2015,34.47633755,2.042553523,26.81315584,34.64984616,0
01-01-2016,19.69322028,1.69633036,19.10575699,34.60303871,0
02-01-2016,49.97068629,1.095837803,54.30643141,23.31085823,0
03-01-2016,43.53767252,2.435524418,40.07178958,38.23021442,0
04-01-2016,43.92577807,1.686796205,32.98872827,35.04170235,0
05-01-2016,40.3922971,2.332416211,46.05209859,24.60124917,0
06-01-2016,40.89171081,1.058252327,38.60218618,5.259139722,0
07-01-2016,16.2292915,1.0575089,26.7539682,36.2960243,0
08-01-2016,19.42790506,1.285945347,22.95469545,21.79633062,0
09-01-2016,11.36348136,0.373661475,31.51250221,35.06957593,0
10-01-2016,30.9745173,1.546478434,30.6859286,43.85001423,0
11-01-2016,25.95408926,1.47744554,18.55548875,20.35615224,0
12-01-2016,19.00978094,1.177841181,33.10810536,29.0121146,0
13-01-2016,30.39525464,2.137671616,43.50814855,37.31553843,0
14-01-2016,47.7761848,0.991988861,30.20619501,5.340329374,0
15-01-2016,32.37373571,2.443535812,27.01658961,46.71655452,0
16-01-2016,3.013369514,1.929139444,21.45269147,9.56393728,0
17-01-2016,24.29358796,0.999424895,25.83426345,18.82804842,0
18-01-2016,40.15129489,1.881348451,31.38461944,32.46502025,0
19-01-2016,35.80753371,1.261398676,33.14873316,10.4848742,0
20-01-2016,9.057467477,1.543385057,18.16039067,28.63235227,0
21-01-2016,35.45231309,0.922800108,37.65506051,16.54532527,0
22-01-2016,48.14634376,1.930018169,48.62367962,29.7601944,0
23-01-2016,2.170626643,1.309715284,39.19328826,32.07253191,0
24-01-2016,40.95944297,2.587601786,29.13022605,14.5420178,0
25-01-2016,30.54904944,1.433037928,44.36055392,45.50104055,0
26-01-2016,17.67106897,0.827162497,38.71708615,17.3662716,0
27-01-2016,41.13071593,1.670090826,42.36571176,9.299089123,0
28-01-2016,31.19296623,1.527394682,36.95614377,12.56063935,0
29-01-2016,36.84368725,2.4624679,27.55530018,9.307154998,0
30-01-2016,1.181929302,1.307581587,28.56739987,29.60138357,0
31-01-2016,11.59735481,1.013759088,31.3134965,27.35450865,0
01-02-2016,49.38927601,1.260665025,45.67111942,23.19434456,0
02-02-2016,21.40998075,1.863395146,37.19607876,49.60651972,0
03-02-2016,6.419714473,0.336613588,33.65607886,31.02741127,0
04-02-2016,13.70803333,0.432999405,16.68215749,45.23858936,0
05-02-2016,9.593366236,0.838610449,19.67770194,20.97483376,0
06-02-2016,3.471192137,1.107543425,13.06973455,41.01604285,0
07-02-2016,11.6856041,1.313735911,39.90805386,34.28948161,0
08-02-2016,26.64788933,1.181625293,27.98442419,35.12691298,0
09-02-2016,49.70696806,2.317817741,41.64559294,37.87927296,0
10-02-2016,23.26028061,0.585490297,33.84698866,48.0931378,0
11-02-2016,8.765147118,1.555312724,18.6575548,29.1122458,0
12-02-2016,4.833822482,0.997418322,34.13504661,20.64071859,0
13-02-2016,33.24558622,2.255811646,47.78901045,15.55889368,0
14-02-2016,19.96579579,0.704147942,45.7642438,46.71504356,0
15-02-2016,26.99785651,2.224023719,33.72809627,33.06135596,0
16-02-2016,4.456221606,1.599665273,15.16827099,42.17304336,0
17-02-2016,39.10140438,2.199517483,22.81523273,18.64077602,0
18-02-2016,13.1556285,0.983385385,16.57597095,47.16310204,0
19-02-2016,27.69011204,1.164850862,30.21647912,25.12411432,0
20-02-2016,30.02971667,1.631953189,46.5906742,27.36335673,0
21-02-2016,49.60790074,2.69500793,31.13768565,46.87678466,0
22-02-2016,5.818319894,1.751265815,23.16419477,44.50884442,0
23-02-2016,43.40283451,2.47990749,46.72176344,18.71056126,0
24-02-2016,4.045964153,0.886879641,16.4195247,36.272799,0
25-02-2016,17.30498633,2.297320128,34.42065822,42.01162536,0
26-02-2016,6.626233637,1.856553637,39.67058581,26.91778635,0
27-02-2016,30.31264689,2.13587254,24.33895288,27.61547344,0
28-02-2016,19.93315139,0.691411012,27.00597809,8.067753922,0
